PRODID,PRODNAME,PRICE,MATERIAL,COLOR,BRAND,OFFER,CATEGORY,TYPE,PACKCONT,CAREINST,NETQTY,DARTS,MANUFACTURED,MARKETEDBY,ORIGIN
Wkurti0005GreeN,Sash Vogue Women Embroidered Round Neck Straight Kurta,499,Cotton,Green,Aurelia,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Aurelia Unit No. 112, F/F, Rectangle 1, D-4, Saket, District Centre, New Delhi, South Delhi, Delhi, India, 110017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0006YelloW,Sash Vogue Women Embroidered Round Neck Straight Kurta,599,Cotton,Yellow,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0007PurplE,Sash Vogue Women Solid Straight Kurta,699,Viscose,Purple,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0008GreeN,Sash Vogue Women Printed Layered Kurta,1199,Cotton,Green,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0009BlacK,Sash Vogue Women Printed Straight Kurta,399,Cotton,Black,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0010BluE,Sash Vogue Women Printed Keyhole Neck A-Line Kurta,499,Rayon,Blue,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0011PinK,Sash Vogue Women Embroidered Straight Kurta,449,Cotton Blend,Pink,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0012PurplE,Sash Vogue Women Embroidered Round Neck Straight Kurta,678,Rayon,Purple,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0013GreeN,Sash Vogue Women Embroidered Straight Kurta,699,Rayon,Green,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0014YelloW,Sash Vogue Women Printed Three-Quarter Sleeves A-Line Kurta,788,Cotton,Yellow,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wkurti0015ReD,Sash Vogue Women Solid Straight Kurta,599,Rayon,Purple,Temple Bay,20,Women,Kurtis,1 Kurta,Machine Wash,1,No,"Temple Bay Plot No-509-510, 3rd Floor ,Saini Market, Behind H block Palam Vihar 122017","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane Maharashtra PIN-421302",India
Wsaree0001beige,Kanjeevaram Traditional Saree,2870,Mimosa,Beige,Bharatsthali,29,Women,Saree,"1 saree,1 blouse piece",Dry clean,1,No,"Kataria Silk House Pvt Ltd No.601, 2 Floor,1 Main Road, Dr.Rajkumar Road,2 Block, Opp. to TVS Show,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29),India","Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29),India",India
Wsaree0002blue,Kanjeevaram Traditional Saree,2419,Mimosa,Blue,Bharatsthali,35,Women,Saree,1 saree,Dry clean,1,No,"Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India","Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India",India
Wsaree0003red,Pre-Stitched Saree with Embellished Accent,3450,Silk,Red,Manish Malhotra,59,Women,Saree,"1 saree,1 blouse piece",Dry clean,1,No,"Brand Baaja Bride LLP : B2-4021 Regent Textile Market, Ring Road, Surat-395002","Brand Baaja Bride LLP : B2-4021 Regent Textile Market, Ring Road, Surat-395002",India
Wsaree0004green,Floral Print Saree,1200,Khadi silk,Green,Nalli,10,Women,Saree,1 saree,Dry clean,1,No,"Satrani Fashion, 3030, New Sardar Traders Market, Near Sardar Market, Ring Road, Surat, Gujarat-395010","Satrani Fashion, 3030, New Sardar Traders Market, Near Sardar Market, Ring Road, Surat, Gujarat-395010",India
Wsaree0005black,Floral Print Chiffon Saree,1700,Chiffon,Black,Deepam,15,Women,Saree,"1 saree,1 blouse piece",Machine wash,1,No,"SATRANI FASHION, 7th Floor, HTC-2 Near Samrat Vidhyalay BRTS Stand, Canal Rd, Dumbhal, Surat, Gujarat - 395010, India","SATRANI FASHION, 7th Floor, HTC-2 Near Samrat Vidhyalay BRTS Stand, Canal Rd, Dumbhal, Surat, Gujarat - 395010, India",India
Wsaree0006pink,Floral Print Kanjeevaram Saree,2100,Poly silk,Pink,Deepam,10,Women,Saree,1 saree,Dry clean,1,No,"SATRANI FASHION, 7th Floor, HTC-2 Near Samrat Vidhyalay BRTS Stand, Canal Rd, Dumbhal, Surat, Gujarat - 395010, India","SATRANI FASHION, 7th Floor, HTC-2 Near Samrat Vidhyalay BRTS Stand, Canal Rd, Dumbhal, Surat, Gujarat - 395010, India",India
Wsaree0007yellow,Georgette Printed Saree,2100,Georgette,Yellow,Bharatsthali,29,Women,Saree,1 saree,Dry clean,1,No,"DWINI STORE, 432,CREATION PLAZA-2 SITANAGAR TO BOMBAY MARKET ROAD, PUNAGAM,SURAT-395010,GUJARAT","DWINI STORE, 432,CREATION PLAZA-2 SITANAGAR TO BOMBAY MARKET ROAD, PUNAGAM,SURAT-395010,GUJARAT",India
Wsaree0008blue,Georgette Saree With Sequence Lace Border,1200,Chiffon,Blue,Bharatsthali,10,Women,Saree,1 saree,Dry clean,1,No,"DWINI STORE, 432,CREATION PLAZA-2 SITANAGAR TO BOMBAY MARKET ROAD, PUNAGAM,SURAT-395010,GUJARAT","DWINI STORE, 432,CREATION PLAZA-2 SITANAGAR TO BOMBAY MARKET ROAD, PUNAGAM,SURAT-395010,GUJARAT",India
Wsaree0009blue,Georgette Printed Saree,1700,Georgette,Blue,Nalli,12,Women,Saree,1 saree,Dry clean,1,No,"(Hritika) & 5005, Radha Raman Textile Market, Nr. Rkpl Market, Surat, Gujarat-395010","(Hritika) & 5005, Radha Raman Textile Market, Nr. Rkpl Market, Surat, Gujarat-395010",India
Wsaree0010green,Embellished Chiffon Saree with Tassels,1200,Chiffon,Green,Deepam,15,Women,Saree,1 saree,Dry clean,1,No,"SATRANI FASHION, 7th Floor, HTC-2 Near Samrat Vidhyalay BRTS Stand, Canal Rd, Dumbhal, Surat, Gujarat - 395010, India","SATRANI FASHION, 7th Floor, HTC-2 Near Samrat Vidhyalay BRTS Stand, Canal Rd, Dumbhal, Surat, Gujarat - 395010, India",India
Wsaree0011blue,Kanjivaram Art Silk Saree,4450,Mimosa,Blue,Manish Malhotra,27,Women,Saree,1 saree,Dry clean,1,No,"Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India","Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India",India
Wsaree0012red,Banarasi Traditional Saree,5200,Mimosa,Red,Nalli,10,Women,Saree,1 saree,Dry clean,1,No,Beeceleene Partners Yogi Chowk Surat 395010,Beeceleene Partners Yogi Chowk Surat 395010,India
Wsaree0013gold,Kanjivaram Art Silk Saree,6200,Mimosa,Gold,Bharatsthali,10,Women,Saree,1 saree,Dry clean,1,No,"Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India","Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India",India
Wsaree0014gold,Kanjeevaram Traditional Saree,7500,Mimosa,Gold,Manish Malhotra,10,Women,Saree,1 saree,Dry clean,1,No,"Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India","Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India",India
Wsaree0015yellow,Kanjivaram Art Silk Saree,5200,Mimosa,Yellow,Manish Malhotra,15,Women,Saree,1 saree,Dry clean,1,No,"Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India","Kataria Silk House Pvt Ltd No.601, 2 Floor, 1 Main Road, Dr. Rajkumar Road, 2 Block, Opp. to TVS Show ,Room, Above KTM Show Room, Rajajinagar, Bangalore - 560010 Karnataka (29) ,India",India
Amwatches0001BrowN,TIMEX Analog Men's Watch,1299,Leather,Brown,Timex,35,Accessories,Men watches,watch,keep away from hot surfaces,1,No,TIMEX watches,"TIMEX Analog watches, Delhi",India
Amwatches0002BlacK,Fastrack Analog Black Dial Unisex-Adult Watch,1599,rubber,Black,Fastrack,30,Accessories,Men watches,watch,keep away from hot surfaces,1,No,Fastrack Watches,"Fastrack Watches, Mumbai",India
Amwatches0003BlacK,TIMEX Analog Men's Watch,2599,Leather,Black,Timex,20,Accessories,Men watches,watch,keep away from hot surfaces,1,No,TIMEX Analog Men's Watch,"TIMEX Analog Men's Watch, Gurgaon",India
Amwatches0004OlivegreeN,Casio Analog Men's Watch,899,Leather,Olive Green,Casio,40,Accessories,Men watches,watch,keep away from hot surfaces,1,No,"Casio Analog Men's Watches, India","Casio Analog Men's Watch, Ahmedabad",UK
Amwatches0005BluE,Casio Analog Men's Watch,1059,Leather,Blue,Casio,15,Accessories,Men watches,watch,keep away from hot surfaces,1,No,Casio Analog Men's Watch,"Casio Analog Men's Watch, Ahmedabad",UK
Amwatches0006BluE,Redux watches for Men(ANALOG),599,polyester,Blue,Redux,15,Accessories,Men watches,watch,keep away from hot surfaces and water,1,No,"Redux analog watches, India","Redux analog watches, India",India
Amwatches0007GolD,Sonata Gold strapped watches for men,3599,stainless-steel,Gold,Sonata,20,Accessories,Men watches,watch,Nil,1,No,Sonata watches for men,"Sonata watches for , India",India
Amwatches0008SilveR,Sonata stainless-steel strapped watches for men,3499,stainless-steel,Silver,Sonata,40,Accessories,Men watches,watch,keep away from hot surfaces,1,No,Sonata watches for men,"Sonata watches for men, Ahmedabad",India
Amwatches0009BrowN,"Fossil Gen 5E Smart Watch  AMOLED Screen, Wear OS from Google, Built-in Speaker for Phone Calls, Google Assistant, SpO2",23599,Leather,Brown,Fossil,30,Accessories,Men watches,watch,Nil,1,No,Fossil Watches,"Fossil Watches, America",USA
Amwatches0010BluE,"Fossil Gen 5E Smart Watch  AMOLED Screen, Wear OS from Google, Built-in Speaker for Phone Calls, Google Assistant, SpO2",20999,rubber,Blue,Fossil,30,Accessories,Men watches,watch,Nil,1,No,Fossil Watches,"Fossil Watches, America",USA
Amwatches0011BlacK,"Zebronics DRIP Smart Watch with Bluetooth Calling, 4.3cm (1.69""), 10 built-in & 100+ Watch Faces, 100+ Sport Modes, 4 built-in Games, Voice Assistant, 8 Menu UI",3299,rubber,Black,Zebronics,40,Accessories,Men watches,watch,keep away from hot surfaces,1,No,"Zebronics watches for men, Kolkata","Zebronics watches for men, Kolkata",India
Amwatches0012BlacK,"Fossil Gen 5E Smartwatch with AMOLED Screen, Wear OS from Google, Built-in Speaker for Phone Calls, Google Assistant, SpO2",2999,stainless-steel,Black,Fossil,50,Accessories,Men watches,watch,Nil,1,No,Fossil Watches for men,"Fossil Watches for men, America",USA
Amwatches0013BlacK,"Zebronics DRIP Smart Watch with Bluetooth Calling, 4.3cm (1.69""), 10 built-in & 100+ Watch Faces, 100+ Sport Modes, 4 built-in Games, Voice Assistant, 8 Menu UI",2999,rubber,Black,Zebronics,15,Accessories,Men watches,watch,Nil,1,No,Zebronics watches for men,"Zebronics watches for men, Kolkata",India
Amwatches0014BlacK,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring ",1999,rubber,Black,Noise,30,Accessories,Men watches,watch,keep away from hot surfaces,1,No,"Noise watches for men, India","Noise watches for men, India",India
Amwatches0015BlacK,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands-On Voice Assistance, 60 Sports Modes, in Built Mic & Speake",1999,rubber,Black,Fire-Boltt,15,Accessories,Men watches,watch,keep away from hot surfaces,1,No,"Fire-Boltt Smart watches for men, Haryana","Fire-Boltt Smart watches for men, Haryana",India
KBtrousers0001orange,Mama's land orange trousers,899,Cotton,Orange,Mama's land,20,Kids,Boys Trousers,Trousers,Normal wash,1,No,Mama's land baby fashions,"Mama's land dealers, Pune",India
KBtrousers0002green,Mom's Choice green boys t-shirts,999,Cotton,Green,Mom's choice,40,Kids,Boys Trousers,Trousers,Dry on shades,1,No,Mom's Choice baby fashions,"Mom's choice dealers, Pune",India
KBtrousers0003blue,Mom's choice denim jeans,899,Denim,Blue,Mom's choice,30,Kids,Boys Trousers,Trousers,Dry on shades,1,No,"Mom's choice fashions, Pune","Mom's choice, Mumbai",India
KBtrousers0004white,BluMnky white trousers for boys,499,Cotton,White,BluMnky,15,Kids,Boys Trousers,Trousers,Normal wash,1,No,BluMnky baby shoppies,"BluMnky baby fashions, Bangalore",India
KBtrousers0005navyblue,BluMnky Blue pants,999,Cotton,Navy Blue,BluMnky,35,Kids,Boys Trousers,Trousers,Normal wash,1,No,BluMnky baby fabrics,"BluMnky baby fashion dealers, Mumbai",India
KBtrousers0006brown,BluMnky brown pants,599,Cotton,Brown,BluMnky,20,Kids,Boys Trousers,Trousers,Normal wash,1,No,BluMnky baby fabrics,"BluMnky baby fabrics, Pune",India
KBtrousers0007yellowwhite,BluMnky duo trousers for boys,1299,Cotton,Yellow-white,BluMnky,30,Kids,Boys Trousers,Trousers,Dry on shades,2,No,BluMnky baby fabrics,"BluMnky baby fashion dealers, Mumbai",India
KBtrousers0008brown,Mama's land camouflage brown pants,999,Cotton,Brown,Mama's land,30,Kids,Boys Trousers,Trousers,Dry on shades,1,No,Mama's land fashions," Mama's land fashions, Chennai",India
KBtrousers0009blue,Leotude blue baby pants,599,Cotton,Blue,Leotude,20,Kids,Boys Trousers,Trousers,Dry on shades,1,No,"Leotude fashions, Pune","Leotude private Ltd., Pune",India
KBtrousers0010blue,Leotude pants for boys,999,Polyster-cotton,Blue,Leotude,30,Kids,Boys Trousers,Trousers,Dry on shades,1,No,Leotude fashions,"Leotude private Ltd., Pune",India
KBtrousers0011denim,Leotude denim jeans,899,Denim,Blue,Leotude,50,Kids,Boys Trousers,Trousers,Normal wash,1,No,Leotude Fashions,"Leotude private Ltd., Pune",India
KBtrousers0012blue,Veirdo denim blue jeans,1299,Denim,Blue,Veirdo,15,Kids,Boys Trousers,Trousers,Dry on shades,1,No,Veirdo dress wears,"Veirdo pants and joggers, Chennai",India
KBtrousers0013blue,Veirdo 3/4th baby jeans,899,Cotton,Blue,Veirdo,30,Kids,Boys Trousers,Trousers,Dry on shades,1,No,Veirdo baby wears,"Veirdo baby fashions, Noida",India
KBtrousers0014gray,Veirdo gray denim trousers,899,Cotton,Gray,Veirdo,70,Kids,Boys Trousers,Trousers,Dry on shades,1,No,Veirdo collections,"Veirdo dealers, Indore",India
KBtrousers0015blue,London Hills denim joggers for boys,1599,Cotton,Blue,London Hills,25,Kids,Boys Trousers,Trousers,Dry on shades,1,No,"London Hills fashion, UK","London Hills company, Birmingham, UK",India
KBtshirt0001olivegreen,Max Boys t-shirts,579,Cotton,Olive Green,Max,14,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,Max Shopping,"Max dealers, Chennai",India
KBtshirt0002blue,Max boys casuals,459,Cotton,Blue,Max,5,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,Max shopping,"Max dealers, Bangalore",India
KBtshirt0003blue,Max Boys Shirts,899,Cotton,Blue,Max,20,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,Max Shopping,"Max dealers, Pune",India
KBtshirt0004green,BLIVE Boys casuals,499,Polyster-cotton,Green,BLIVE,5,Kids,Boys T-Shirts,1 t-shirt,Machine Wash,1,No,"BLIVE fashion, Mumbai","BLIVE dealers, Chennai",India
KBtshirt0005olivegreen,BluMnky Boys fashion t-shirts,599,Cotton,Olive Green,BluMnky,15,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,BluMnky Fashions,"BluMnky dealers, Coimbatore",India
KBtshirt0006blue,Jugular Boys T-shirts,499,Polyster-cotton,Blue,Jugular,10,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,"Jugular fabrics, Pune","Jugular, Pune",India
KBtshirt0007white,YoungTrendz white t-shirts,399,Cotton,White,YoungTrendz,30,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,"YoungTrendz shoppings, Bangalore","YoungTrendz, Bangalore",India
KBtshirt0008blue,Mom's choice Newborns' dress,459,Cotton,Blue,Mom's choice,54,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,"Mom's Choice, Coimbatore","Mom's Choice, Coimbatore",India
KBtshirt0009red,Boss Babies infants dress,799,Cotton,Red,Boss Babies,50,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,"Boss Babies, Mumbai",Boss Babies dealers,India
KBtshirt0010white,Little kingdom newborn dress,899,Cotton,White,Little kingdom,20,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,"Little kingdom fashions, Mumbai","Little kingdom cotton spinners, Mumbai",India
KBtshirt0011blue,Little kingdom infant dress,999,Cotton,Blue,Little kingdom,60,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,"Little kingdom fabrics, Chennai","Little kingdom cotton mills, Delhi",India
KBtshirt0012grey,Little kingdom gray T-shirts,499,Cotton,Grey,Little kingdom,10,Kids,Boys T-Shirts,t-shirt and dungarees,Normal wash,2,No,"Little kingdom fabrics, Mumbai","Little kingdom cotton mills, Delhi",India
KBtshirt0013red,Little kingdom red t-shirts,899,Polyster-cotton,Red,Little kingdom,60,Kids,Boys T-Shirts,1 t-shirt,Machine Wash,1,No,"Little kingdom fabrics, Pune","Little kingdom cotton mills, Delhi",India
KBtshirt0014peach,Mama's land elephant t-shirts,599,Cotton,Peach,Mama's land,20,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,Mama's land baby fashions,"Mama's land, Delhi",India
KBtshirt0015pink,Mama's land pink sweatshirts,999,Wool-cotton,Pink,Mama's land,30,Kids,Boys T-Shirts,1 t-shirt,Normal wash,1,No,Mama's land baby fashions,"Mama's land dealers, Delhi",India
KGfrock0001white,Kiddies corner white frock for infants,1399,Cotton,White,Kiddies corner,20,Kids,Girls Frocks,frock,Normal wash,1,No,"Kiddies corner, Trichy","Max dealers, Chennai",India
KGfrock0002multicolor,Kiddies corner frock for infants,699,Cotton,Multicolor,Kiddies corner,30,Kids,Girls Frocks,frock,Normal wash,1,No,"Kiddies corner, Trichy","Max cool dealers, Chennai",India
KGfrock0003black,Hopscotch girls dress,999,Polyster-cotton,Black,Hopscotch,60,Kids,Girls Frocks,frock,Normal wash,1,No,Hopscotch collections,"Hopscotch, China",China
KGfrock0004red,Hopscotch neck-cut red dress,799,Cotton,Red,Hopscotch,40,Kids,Girls Frocks,frock,Normal wash,1,No,Hopscotch collections,"Hopscotch, China",China
KGfrock0005red,Hopscotch red velvet max dress,1399,Polyster-cotton,Red,Hopscotch,75,Kids,Girls Frocks,frock,Normal wash,1,No,Hopscotch collections,"Hopscotch, China",China
KGfrock0006pink,Hopscotch pink girls maxi dress,1499,Polyster-cotton,Pink,Hopscotch,40,Kids,Girls Frocks,frock,Normal wash,1,No,Hopscotch collections,"Hopscotch, China",China
KGfrock0007blue,Hopscotch white and blue maxi for girls,1899,Polyster-cotton,Blue,Hopscotch,35,Kids,Girls Frocks,frock,Normal wash,1,No,Hopscotch collections,"Hopscotch, China",China
KGfrock0008black,Jinni and Jonny's black-red rose maxi dress,2199,Polyster-cotton,Black,Jinni and Jonny,20,Kids,Girls Frocks,frock,Normal wash,1,No,Jinni and Jonny fashions,"Jinni and Jonny, USA",USA
KGfrock0009creamwhite,Jinni and Jonny's girls dress,1399,Polyster-cotton,Cream white,Jinni and Jonny,30,Kids,Girls Frocks,frock,Dry on shades,1,No,Jinni and Jonny fabrics,"Jinni and Jonny, USA",USA
KGfrock0010violet,London Hills girls dress,2999,Cotton,Violet,London Hills,30,Kids,Girls Frocks,frock,Normal wash,1,No,"London Hills, UK","London Hills, Birmingham,UK",UK
KGfrock0011blue,London Hills blue party wear for girls,1899,Cotton,Blue,London Hills,40,Kids,Girls Frocks,frock,Dry on shades,1,No,"London Hills, UK","London Hills, Birmingham, UK",UK
KGfrock0012pink,London Hills pink girls party wear,2399,Cotton,Pink,London Hills,30,Kids,Girls Frocks,frock,Normal wash,1,No,"London Hills, UK","London Hills, Birmingham, UK",UK
KGfrock0013blue,Hopscotch Cinderella maxi party wears for girls,2599,Polyster-cotton,Blue,Hopscotch,40,Kids,Girls Frocks,frock,Normal wash,1,No,Hopscotch collections,"Hopscotch, China",China
KGfrock0014black,Boss Babies black and peach party wear for girls,1999,Polyster-cotton,Black,Boss Babies,30,Kids,Girls Frocks,frock,Dry on shades,1,No,Boss Babies fashion,"Boss Babies, Bangalore",India
KGfrock0015red,BluMnky red party wear for girls,1699,Polyster-cotton,Red,BluMnky,10,Kids,Girls Frocks,frock,Normal wash,1,No,BluMnky fashions,"BluMnky fashion marketers, Coimbatore",India
KGskirtsandtops0001pink,Mama's land girls' Barbie printed t-shirts,399,Cotton,Pink,Mama's land,15,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,Mama's land fashions,"Mama's land, Delhi",India
KGskirtsandtops0002green,YoungTrendz butterfly cut t-shirt for girls,599,Cotton,Green,YoungTrendz,30,Kids,Girls Skirts & Tops,1 t-shirt,Dry on shades,1,No,"YoungTrendz collections, Bangalore","YoungTrendz, Delhi",India
KGskirtsandtops0003yellow,Kiddies corner yellow t-shirt,599,Cotton,Yellow,Kiddies corner,40,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,"Kiddies corner collections, Delhi","Kiddies corner, Trichy",India
KGskirtsandtops0004purple,Jinni and Jonny's purple t-shirts,459,Cotton,Purple,Jinni and Jonny,50,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,"Jinni and Jonny collections, Coimbatore","Jinni and Jonny's, Tiruppur",India
KGskirtsandtops0005navyblue,Veirdo girls t-shirt,599,Cotton,Navy Blue,Veirdo,30,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,"Veirdo, Ahmedabad","Veirdo dealers, Noida",India
KGskirtsandtops0006red,Kiran's red flower printed girls t-shirts,599,Cotton,Red,Kiran,20,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,Kiran collections,"Kiran house of collections, Delhi",India
KGskirtsandtops0007blue,Little kingdom girls casuals,299,Polyster-cotton,Blue,Little kingdom,45,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,Little kingdom fashions,"Little kingdom, Bangalore",India
KGskirtsandtops0008sapphire,Little kingdom casuals,459,Cotton,Sapphire,Little kingdom,30,Kids,Girls Skirts & Tops,1 t-shirt,Machine Wash,1,No,"Little kingdom, Bangalore","Little kingdom, Bangalore",India
KGskirtsandtops0009pink,YoungTrendz pink shaded girls' t-shirts,599,Cotton,Pink,YoungTrendz,30,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,"YoungTrendz collections, Gurgaon","YoungTrendz collections, Gurgaon",India
KGskirtsandtops0010blue,Hopscotch girls tops,999,Cotton,Blue,Hopscotch,20,Kids,Girls Skirts & Tops,1 t-shirt,Normal wash,1,No,"Hopscotch fashions, China","Hopscotch, China",China
KGskirtsandtops0011white,Little kingdom white netted trousers for girls,899,Polyester mesh,White,Little kingdom,28,Kids,Girls Skirts & Tops,Trousers,Normal wash,1,No,"Little kingdom fashions, Bangalore","Little kingdom fashions, Bangalore",India
KGskirtsandtops0012denim,London Hills denim double shaded jeans for girls,1299,Denim,Blue,London Hills,30,Kids,Girls Skirts & Tops,Trousers,Dry on shades,1,No,"London Hills collections, UK","London Hills, UK",UK
KGskirtsandtops0013blue,BLIVE denim jeans for girls,1299,Denim,Blue,BLIVE,15,Kids,Girls Skirts & Tops,Trousers,Normal wash,1,No,"BLIVE collections, Mumbai","BLIVE collections, Mumbai",India
KGskirtsandtops0014black,Leotude black skirts for girls,899,Polyster-cotton,Black,Leotude,40,Kids,Girls Skirts & Tops,Skirt,Dry on shades,1,No,"Leotude, Pune",Cotton dealers of Mumbai,India
